PK_ID_ALUNO,FK_ID_TURMA,NOME_ALUNO,SOBRENOME_ALUNO,CPF,DATA_NASCIMENTO,GÊNERO,ENDEREÇO,CIDADE,ESTADO,NÚMERO,LOGIN_PORTAL,EMAIL,FK_ID_MEIO_DE_PAGAMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,12,GABRIELA,FERREIRA,46807502132,'27/09/1998',F,VICINAL PARA PADROEIRA,OSASCO,SP,(81) 9 6088-3353,GABRIELA_PARKER,GABRIELA_PARKER@GMAIL.COM,1,,(,97,",",12,",",'GABRIELA',",",'FERREIRA',",",'46807502132',",",'27/09/1998',",",'F',",",'VICINAL PARA PADROEIRA',",",'OSASCO',",",'SP',",",'(81) 9 6088-3353',",",'GABRIELA_PARKER',",",'GABRIELA_PARKER@GMAIL.COM',",",1,),","
98,15,YASMIN,SOUZA,47807502132,'28/09/1998',F,"RUA SETE DE SETEMBRO, 974",SÃO PAULO,SP,(71) 9 7623-7852,YASMIN_EVANS,YASMIN_EVANS@GMAIL.COM,3,,(,98,",",15,",",'YASMIN',",",'SOUZA',",",'47807502132',",",'28/09/1998',",",'F',",","'RUA SETE DE SETEMBRO, 974'",",",'SÃO PAULO',",",'SP',",",'(71) 9 7623-7852',",",'YASMIN_EVANS',",",'YASMIN_EVANS@GMAIL.COM',",",3,),","
99,3,MIGUEL,DE SOUZA,48807502132,'29/09/1998',M,"AVENIDA PADRE MENDONÇA, 116",SÃO PAULO,SP,(62) 9 8781-8488,MIGUEL_EDWARDS,MIGUEL_EDWARDS@GMAIL.COM,2,,(,99,",",3,",",'MIGUEL',",",'DE SOUZA',",",'48807502132',",",'29/09/1998',",",'M',",","'AVENIDA PADRE MENDONÇA, 116'",",",'SÃO PAULO',",",'SP',",",'(62) 9 8781-8488',",",'MIGUEL_EDWARDS',",",'MIGUEL_EDWARDS@GMAIL.COM',",",2,),","
100,2,EDSON,NEVES,49807502132,'30/09/1998',M,"RUA GENOVEVA ONOFRE BARBAN, 65",SÃO JOSÉ DO RIO PRETO,SP,(62) 9 8781-8485,EDSON_COLLINS,EDSON_COLLINS@GMAIL.COM,1,,(,100,",",2,",",'EDSON',",",'NEVES',",",'49807502132',",",'30/09/1998',",",'M',",","'RUA GENOVEVA ONOFRE BARBAN, 65'",",",'SÃO JOSÉ DO RIO PRETO',",",'SP',",",'(62) 9 8781-8485',",",'EDSON_COLLINS',",",'EDSON_COLLINS@GMAIL.COM',",",1,),","
101,6,ABEL,BELTRÃO,25661031866,'01/10/1998',T,"RUA PALMEIRAS, 55",CAMPINAS,SP,(62) 9 8781-8480,ABEL.BELTRÃO,ABEL.BELTRÃO@GMAIL.COM,1,,(,101,",",6,",",'ABEL',",",'BELTRÃO',",",'25661031866',",",'01/10/1998',",",'T',",","'RUA PALMEIRAS, 55'",",",'CAMPINAS',",",'SP',",",'(62) 9 8781-8480',",",'ABEL.BELTRÃO',",",'ABEL.BELTRÃO@GMAIL.COM',",",1,),","
102,7,ALBERTO,GUEDELLA,30576875392,'02/10/1998',T,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 516",NATAL,RN,(62) 9 8781-8477,ALBERTO.GUEDELLA,ALBERTO.GUEDELLA@GMAIL.COM,3,,(,102,",",7,",",'ALBERTO',",",'GUEDELLA',",",'30576875392',",",'02/10/1998',",",'T',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 516'",",",'NATAL',",",'RN',",",'(62) 9 8781-8477',",",'ALBERTO.GUEDELLA',",",'ALBERTO.GUEDELLA@GMAIL.COM',",",3,),","
103,12,ALDA,AZEVEDO,16741502106,'03/10/1998',T,"RUA PALMEIRAS, 56",RIO BRANCO,AC,(81) 9 6088-3350,ALDA.AZEVEDO,ALDA.AZEVEDO@GMAIL.COM,1,,(,103,",",12,",",'ALDA',",",'AZEVEDO',",",'16741502106',",",'03/10/1998',",",'T',",","'RUA PALMEIRAS, 56'",",",'RIO BRANCO',",",'AC',",",'(81) 9 6088-3350',",",'ALDA.AZEVEDO',",",'ALDA.AZEVEDO@GMAIL.COM',",",1,),","
104,13,ALZIRA,GOUVÊA,71455784508,'04/10/1998',NB,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 517",MANAUS,AM,(71) 9 7623-7849,ALZIRA.GOUVÊA,ALZIRA.GOUVÊA@GMAIL.COM,3,,(,104,",",13,",",'ALZIRA',",",'GOUVÊA',",",'71455784508',",",'04/10/1998',",",'NB',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 517'",",",'MANAUS',",",'AM',",",'(71) 9 7623-7849',",",'ALZIRA.GOUVÊA',",",'ALZIRA.GOUVÊA@GMAIL.COM',",",3,),","
105,14,AMÍLCAR,PEROBA,12103534239,'05/10/1998',NB,"RUA PALMEIRAS, 57",GOIÂNIA,GO,(62) 9 8781-8485,AMÍLCAR.PEROBA,AMÍLCAR.PEROBA@GMAIL.COM,3,,(,105,",",14,",",'AMÍLCAR',",",'PEROBA',",",'12103534239',",",'05/10/1998',",",'NB',",","'RUA PALMEIRAS, 57'",",",'GOIÂNIA',",",'GO',",",'(62) 9 8781-8485',",",'AMÍLCAR.PEROBA',",",'AMÍLCAR.PEROBA@GMAIL.COM',",",3,),","
106,15,ANGELINA,MACENA,33787534717,'06/10/1998',NB,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 518",ARACAJU,SE,(81) 9 6088-3351,ANGELINA.MACENA,ANGELINA.MACENA@GMAIL.COM,1,,(,106,",",15,",",'ANGELINA',",",'MACENA',",",'33787534717',",",'06/10/1998',",",'NB',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 518'",",",'ARACAJU',",",'SE',",",'(81) 9 6088-3351',",",'ANGELINA.MACENA',",",'ANGELINA.MACENA@GMAIL.COM',",",1,),","
107,16,ANGÉLICA,ZAMBUJAL,88005437749,'07/10/1998',NB,"RUA PALMEIRAS, 58",MACEIÓ,AL,(71) 9 7623-7850,ANGÉLICA.ZAMBUJAL,ANGÉLICA.ZAMBUJAL@GMAIL.COM,2,,(,107,",",16,",",'ANGÉLICA',",",'ZAMBUJAL',",",'88005437749',",",'07/10/1998',",",'NB',",","'RUA PALMEIRAS, 58'",",",'MACEIÓ',",",'AL',",",'(71) 9 7623-7850',",",'ANGÉLICA.ZAMBUJAL',",",'ANGÉLICA.ZAMBUJAL@GMAIL.COM',",",2,),","
108,1,ANHANGÜERA,BARBOSA,47043426707,'08/10/1998',NB,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 519",SOROCABA,SP,(62) 9 8781-8486,ANHANGÜERA.BARBOSA,ANHANGÜERA.BARBOSA@GMAIL.COM,3,,(,108,",",1,",",'ANHANGÜERA',",",'BARBOSA',",",'47043426707',",",'08/10/1998',",",'NB',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 519'",",",'SOROCABA',",",'SP',",",'(62) 9 8781-8486',",",'ANHANGÜERA.BARBOSA',",",'ANHANGÜERA.BARBOSA@GMAIL.COM',",",3,),","
109,9,ANIND,BERNARDES,54841331573,'09/10/1998',T,"RUA GENOVEVA ONOFRE BARBAN, 59",SÃO GONÇALO,RJ,(81) 9 6088-3352,ANIND.BERNARDES,ANIND.BERNARDES@GMAIL.COM,3,,(,109,",",9,",",'ANIND',",",'BERNARDES',",",'54841331573',",",'09/10/1998',",",'T',",","'RUA GENOVEVA ONOFRE BARBAN, 59'",",",'SÃO GONÇALO',",",'RJ',",",'(81) 9 6088-3352',",",'ANIND.BERNARDES',",",'ANIND.BERNARDES@GMAIL.COM',",",3,),","
110,11,ANÍBAL,CARVALHAIS,74388784060,'10/10/1998',T,"AV. CAVALHEIRO PASCHOAL INNECCHI, 964",RECIFE,PE,(71) 9 7623-7851,ANÍBAL.CARVALHAIS,ANÍBAL.CARVALHAIS@GMAIL.COM,2,,(,110,",",11,",",'ANÍBAL',",",'CARVALHAIS',",",'74388784060',",",'10/10/1998',",",'T',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 964'",",",'RECIFE',",",'PE',",",'(71) 9 7623-7851',",",'ANÍBAL.CARVALHAIS',",",'ANÍBAL.CARVALHAIS@GMAIL.COM',",",2,),","
111,12,BALTASAR,CÉSAR,14101370400,'11/10/1998',T,"ESTRADA PARA REPRESA DE GERICINÓ, 8545",PORTO ALEGRE,RS,(62) 9 8781-8487,BALTASAR.CÉSAR,BALTASAR.CÉSAR@GMAIL.COM,3,,(,111,",",12,",",'BALTASAR',",",'CÉSAR',",",'14101370400',",",'11/10/1998',",",'T',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8545'",",",'PORTO ALEGRE',",",'RS',",",'(62) 9 8781-8487',",",'BALTASAR.CÉSAR',",",'BALTASAR.CÉSAR@GMAIL.COM',",",3,),","
112,14,BELMIRA,PAJARES,73350477062,'12/10/1998',T,"VICINAL PARA SÃO JOSE, 123",PORTO VELHO,RR,(81) 9 6088-3353,BELMIRA.PAJARES,BELMIRA.PAJARES@GMAIL.COM,3,,(,112,",",14,",",'BELMIRA',",",'PAJARES',",",'73350477062',",",'12/10/1998',",",'T',",","'VICINAL PARA SÃO JOSE, 123'",",",'PORTO VELHO',",",'RR',",",'(81) 9 6088-3353',",",'BELMIRA.PAJARES',",",'BELMIRA.PAJARES@GMAIL.COM',",",3,),","
113,15,BERNARDETE,BUGALLO,5015351607,'13/10/1998',F,"RUA SETE DE SETEMBRO, 969",JOÃO PESSOA,PB,(71) 9 7623-7852,BERNARDETE.BUGALLO,BERNARDETE.BUGALLO@GMAIL.COM,1,,(,113,",",15,",",'BERNARDETE',",",'BUGALLO',",",'5015351607',",",'13/10/1998',",",'F',",","'RUA SETE DE SETEMBRO, 969'",",",'JOÃO PESSOA',",",'PB',",",'(71) 9 7623-7852',",",'BERNARDETE.BUGALLO',",",'BERNARDETE.BUGALLO@GMAIL.COM',",",1,),","
114,15,CAETANO,PACHECO,40435021095,'14/10/1998',M,"AVENIDA PADRE MENDONÇA, 111",BRASILIA,DF,(62) 9 8781-8481,CAETANO.PACHECO,CAETANO.PACHECO@GMAIL.COM,2,,(,114,",",15,",",'CAETANO',",",'PACHECO',",",'40435021095',",",'14/10/1998',",",'M',",","'AVENIDA PADRE MENDONÇA, 111'",",",'BRASILIA',",",'DF',",",'(62) 9 8781-8481',",",'CAETANO.PACHECO',",",'CAETANO.PACHECO@GMAIL.COM',",",2,),","
115,3,CAMILA,RANGEL,53204061000,'15/10/1998',F,"RUA GENOVEVA ONOFRE BARBAN, 60",RIO DE JANEIRO,RJ,(62) 9 8781-8478,CAMILA.RANGEL,CAMILA.RANGEL@GMAIL.COM,3,,(,115,",",3,",",'CAMILA',",",'RANGEL',",",'53204061000',",",'15/10/1998',",",'F',",","'RUA GENOVEVA ONOFRE BARBAN, 60'",",",'RIO DE JANEIRO',",",'RJ',",",'(62) 9 8781-8478',",",'CAMILA.RANGEL',",",'CAMILA.RANGEL@GMAIL.COM',",",3,),","
116,2,CARINE,ROSARIO,34156437353,'16/10/1998',F,"AV. CAVALHEIRO PASCHOAL INNECCHI, 965",RIO DE JANEIRO,RJ,(81) 9 6088-3351,CARINE.ROSARIO,CARINE.ROSARIO@GMAIL.COM,3,,(,116,",",2,",",'CARINE',",",'ROSARIO',",",'34156437353',",",'16/10/1998',",",'F',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 965'",",",'RIO DE JANEIRO',",",'RJ',",",'(81) 9 6088-3351',",",'CARINE.ROSARIO',",",'CARINE.ROSARIO@GMAIL.COM',",",3,),","
117,3,GABRIEL,GIRÃO,25763447042,'17/10/1998',M,"ESTRADA PARA REPRESA DE GERICINÓ, 8546",RIO DE JANEIRO,RJ,(71) 9 7623-7850,GABRIEL.GIRÃO,GABRIEL.GIRÃO@GMAIL.COM,3,,(,117,",",3,",",'GABRIEL',",",'GIRÃO',",",'25763447042',",",'17/10/1998',",",'M',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8546'",",",'RIO DE JANEIRO',",",'RJ',",",'(71) 9 7623-7850',",",'GABRIEL.GIRÃO',",",'GABRIEL.GIRÃO@GMAIL.COM',",",3,),","
118,2,CONSTANÇA,FONTES,7258556494,'18/10/1998',F,"VICINAL PARA SÃO JOSE, 75",FLORIANÓPOLIS,SC,(62) 9 8781-8486,CONSTANÇA.FONTES,CONSTANÇA.FONTES@GMAIL.COM,1,,(,118,",",2,",",'CONSTANÇA',",",'FONTES',",",'7258556494',",",'18/10/1998',",",'F',",","'VICINAL PARA SÃO JOSE, 75'",",",'FLORIANÓPOLIS',",",'SC',",",'(62) 9 8781-8486',",",'CONSTANÇA.FONTES',",",'CONSTANÇA.FONTES@GMAIL.COM',",",1,),","
119,5,CORINA,SEIXAS,27181563688,'19/10/1998',F,"RUA SETE DE SETEMBRO, 970",SÃO PAULO,SP,(81) 9 6088-3352,CORINA.SEIXAS,CORINA.SEIXAS@GMAIL.COM,3,,(,119,",",5,",",'CORINA',",",'SEIXAS',",",'27181563688',",",'19/10/1998',",",'F',",","'RUA SETE DE SETEMBRO, 970'",",",'SÃO PAULO',",",'SP',",",'(81) 9 6088-3352',",",'CORINA.SEIXAS',",",'CORINA.SEIXAS@GMAIL.COM',",",3,),","
120,20,PAULO,CARVALHOSO,68834415736,'20/10/1998',M,"AVENIDA PADRE MENDONÇA, 112",SÃO PAULO,SP,(71) 9 7623-7851,PAULO.CARVALHOSO,PAULO.CARVALHOSO@GMAIL.COM,3,,(,120,",",20,",",'PAULO',",",'CARVALHOSO',",",'68834415736',",",'20/10/1998',",",'M',",","'AVENIDA PADRE MENDONÇA, 112'",",",'SÃO PAULO',",",'SP',",",'(71) 9 7623-7851',",",'PAULO.CARVALHOSO',",",'PAULO.CARVALHOSO@GMAIL.COM',",",3,),","
121,20,CRISTINA,PASSOS,23032033098,'21/10/1998',F,"RUA GENOVEVA ONOFRE BARBAN, 61",SÃO JOSÉ DO RIO PRETO,SP,(62) 9 8781-8487,CRISTINA.PASSOS,CRISTINA.PASSOS@GMAIL.COM,1,,(,121,",",20,",",'CRISTINA',",",'PASSOS',",",'23032033098',",",'21/10/1998',",",'F',",","'RUA GENOVEVA ONOFRE BARBAN, 61'",",",'SÃO JOSÉ DO RIO PRETO',",",'SP',",",'(62) 9 8781-8487',",",'CRISTINA.PASSOS',",",'CRISTINA.PASSOS@GMAIL.COM',",",1,),","
122,20,DAMIÃO,CASTELÃO,30135276411,'22/10/1998',M,"AV. CAVALHEIRO PASCHOAL INNECCHI, 966",BARREIRAS,BA,(81) 9 6088-3353,DAMIÃO.CASTELÃO,DAMIÃO.CASTELÃO@GMAIL.COM,3,,(,122,",",20,",",'DAMIÃO',",",'CASTELÃO',",",'30135276411',",",'22/10/1998',",",'M',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 966'",",",'BARREIRAS',",",'BA',",",'(81) 9 6088-3353',",",'DAMIÃO.CASTELÃO',",",'DAMIÃO.CASTELÃO@GMAIL.COM',",",3,),","
123,20,DANIEL,CARIJÓ,12103501659,'23/10/1998',M,"ESTRADA PARA REPRESA DE GERICINÓ, 8547",BRASÍLIA,DF,(71) 9 7623-7852,DANIEL.CARIJÓ,DANIEL.CARIJÓ@GMAIL.COM,2,,(,123,",",20,",",'DANIEL',",",'CARIJÓ',",",'12103501659',",",'23/10/1998',",",'M',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8547'",",",'BRASÍLIA',",",'DF',",",'(71) 9 7623-7852',",",'DANIEL.CARIJÓ',",",'DANIEL.CARIJÓ@GMAIL.COM',",",2,),","
124,20,DIOGO,GUEDEZ,71807574547,'24/10/1998',M,"VICINAL PARA SÃO JOSE, 013",BRASÍLIA,DF,(62) 9 8781-8488,DIOGO.GUEDEZ,DIOGO.GUEDEZ@GMAIL.COM,3,,(,124,",",20,",",'DIOGO',",",'GUEDEZ',",",'71807574547',",",'24/10/1998',",",'M',",","'VICINAL PARA SÃO JOSE, 013'",",",'BRASÍLIA',",",'DF',",",'(62) 9 8781-8488',",",'DIOGO.GUEDEZ',",",'DIOGO.GUEDEZ@GMAIL.COM',",",3,),","
125,20,ELIA,NOVAES,51262502055,'25/10/1998',F,"RUA SETE DE SETEMBRO, 971",QUIXADÁ,CE,(81) 9 6088-3354,ELIA.NOVAES,ELIA.NOVAES@GMAIL.COM,2,,(,125,",",20,",",'ELIA',",",'NOVAES',",",'51262502055',",",'25/10/1998',",",'F',",","'RUA SETE DE SETEMBRO, 971'",",",'QUIXADÁ',",",'CE',",",'(81) 9 6088-3354',",",'ELIA.NOVAES',",",'ELIA.NOVAES@GMAIL.COM',",",2,),","
126,20,ELSA,TRISTÁN,26478023788,'26/10/1998',F,"AVENIDA PADRE MENDONÇA, 113",PRESIDENTE DUTRA,SP,(71) 9 7623-7853,ELSA.TRISTÁN,ELSA.TRISTÁN@GMAIL.COM,3,,(,126,",",20,",",'ELSA',",",'TRISTÁN',",",'26478023788',",",'26/10/1998',",",'F',",","'AVENIDA PADRE MENDONÇA, 113'",",",'PRESIDENTE DUTRA',",",'SP',",",'(71) 9 7623-7853',",",'ELSA.TRISTÁN',",",'ELSA.TRISTÁN@GMAIL.COM',",",3,),","
127,20,EMILIANA,PORTELLA,74583184735,'27/10/1998',F,"RUA GENOVEVA ONOFRE BARBAN, 62",CAMPINAS,SP,(62) 9 8781-8482,EMILIANA.PORTELLA,EMILIANA.PORTELLA@GMAIL.COM,1,,(,127,",",20,",",'EMILIANA',",",'PORTELLA',",",'74583184735',",",'27/10/1998',",",'F',",","'RUA GENOVEVA ONOFRE BARBAN, 62'",",",'CAMPINAS',",",'SP',",",'(62) 9 8781-8482',",",'EMILIANA.PORTELLA',",",'EMILIANA.PORTELLA@GMAIL.COM',",",1,),","
128,1,ESTER,BECERRA,4561220100,'28/10/1998',F,"AV. CAVALHEIRO PASCHOAL INNECCHI, 967",PRESIDENTE DUTRA,SP,(62) 9 8781-8479,ESTER.BECERRA,ESTER.BECERRA@GMAIL.COM,1,,(,128,",",1,",",'ESTER',",",'BECERRA',",",'4561220100',",",'28/10/1998',",",'F',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 967'",",",'PRESIDENTE DUTRA',",",'SP',",",'(62) 9 8781-8479',",",'ESTER.BECERRA',",",'ESTER.BECERRA@GMAIL.COM',",",1,),","
129,9,EUNICE,PINHAL,40424182793,'29/10/1998',F,"ESTRADA PARA REPRESA DE GERICINÓ, 8548",MACAPÁ,AM,(62) 9 8781-8474,EUNICE.PINHAL,EUNICE.PINHAL@GMAIL.COM,1,,(,129,",",9,",",'EUNICE',",",'PINHAL',",",'40424182793',",",'29/10/1998',",",'F',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8548'",",",'MACAPÁ',",",'AM',",",'(62) 9 8781-8474',",",'EUNICE.PINHAL',",",'EUNICE.PINHAL@GMAIL.COM',",",1,),","
130,11,EURICO,PALHA,66766821841,'30/10/1998',M,"VICINAL PARA SÃO JOSE, 217",ALUMÍNIO,SP,(62) 9 8781-8471,EURICO.PALHA,EURICO.PALHA@GMAIL.COM,1,,(,130,",",11,",",'EURICO',",",'PALHA',",",'66766821841',",",'30/10/1998',",",'M',",","'VICINAL PARA SÃO JOSE, 217'",",",'ALUMÍNIO',",",'SP',",",'(62) 9 8781-8471',",",'EURICO.PALHA',",",'EURICO.PALHA@GMAIL.COM',",",1,),","
131,12,EUSÉBIO,LEMOS,74087631206,'31/10/1998',M,"RUA SETE DE SETEMBRO, 972",CUBATÃO,SP,(81) 9 6088-3351,EUSÉBIO.LEMOS,EUSÉBIO.LEMOS@GMAIL.COM,1,,(,131,",",12,",",'EUSÉBIO',",",'LEMOS',",",'74087631206',",",'31/10/1998',",",'M',",","'RUA SETE DE SETEMBRO, 972'",",",'CUBATÃO',",",'SP',",",'(81) 9 6088-3351',",",'EUSÉBIO.LEMOS',",",'EUSÉBIO.LEMOS@GMAIL.COM',",",1,),","
132,14,EZEQUIEL,VILANOVA,13745514491,'01/11/1998',M,"AVENIDA PADRE MENDONÇA, 114",OSASCO,SP,(71) 9 7623-7850,EZEQUIEL.VILANOVA,EZEQUIEL.VILANOVA@GMAIL.COM,1,,(,132,",",14,",",'EZEQUIEL',",",'VILANOVA',",",'13745514491',",",'01/11/1998',",",'M',",","'AVENIDA PADRE MENDONÇA, 114'",",",'OSASCO',",",'SP',",",'(71) 9 7623-7850',",",'EZEQUIEL.VILANOVA',",",'EZEQUIEL.VILANOVA@GMAIL.COM',",",1,),","
133,15,FABIANO,CARREIRA,17783084141,'02/11/1998',M,"RUA GENOVEVA ONOFRE BARBAN, 63",SÃO PAULO,SP,(62) 9 8781-8486,FABIANO.CARREIRA,FABIANO.CARREIRA@GMAIL.COM,3,,(,133,",",15,",",'FABIANO',",",'CARREIRA',",",'17783084141',",",'02/11/1998',",",'M',",","'RUA GENOVEVA ONOFRE BARBAN, 63'",",",'SÃO PAULO',",",'SP',",",'(62) 9 8781-8486',",",'FABIANO.CARREIRA',",",'FABIANO.CARREIRA@GMAIL.COM',",",3,),","
134,15,FLÁVIA,ALVARENGA,70238736350,'03/11/1998',F,"AV. CAVALHEIRO PASCHOAL INNECCHI, 968",SÃO PAULO,SP,(81) 9 6088-3352,FLÁVIA.ALVARENGA,FLÁVIA.ALVARENGA@GMAIL.COM,3,,(,134,",",15,",",'FLÁVIA',",",'ALVARENGA',",",'70238736350',",",'03/11/1998',",",'F',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 968'",",",'SÃO PAULO',",",'SP',",",'(81) 9 6088-3352',",",'FLÁVIA.ALVARENGA',",",'FLÁVIA.ALVARENGA@GMAIL.COM',",",3,),","
135,3,FÁBIO,BRUM,61868653471,'04/11/1998',M,"ESTRADA PARA REPRESA DE GERICINÓ, 8549",SÃO JOSÉ DO RIO PRETO,SP,(71) 9 7623-7851,FÁBIO.BRUM,FÁBIO.BRUM@GMAIL.COM,2,,(,135,",",3,",",'FÁBIO',",",'BRUM',",",'61868653471',",",'04/11/1998',",",'M',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8549'",",",'SÃO JOSÉ DO RIO PRETO',",",'SP',",",'(71) 9 7623-7851',",",'FÁBIO.BRUM',",",'FÁBIO.BRUM@GMAIL.COM',",",2,),","
136,2,FÁBIO,GUIMARAES,73455345883,'05/11/1998',M,"VICINAL PARA SÃO JOSE, 34",OSASCO,SP,(62) 9 8781-8487,FÁBIO.GUIMARAES,FÁBIO.GUIMARAES@GMAIL.COM,3,,(,136,",",2,",",'FÁBIO',",",'GUIMARAES',",",'73455345883',",",'05/11/1998',",",'M',",","'VICINAL PARA SÃO JOSE, 34'",",",'OSASCO',",",'SP',",",'(62) 9 8781-8487',",",'FÁBIO.GUIMARAES',",",'FÁBIO.GUIMARAES@GMAIL.COM',",",3,),","
137,3,GERSON,CARIJÓ,87430453244,'06/11/1998',M,"RUA SETE DE SETEMBRO, 973",PORTO VELHO,RR,(81) 9 6088-3353,GERSON.CARIJÓ,GERSON.CARIJÓ@GMAIL.COM,1,,(,137,",",3,",",'GERSON',",",'CARIJÓ',",",'87430453244',",",'06/11/1998',",",'M',",","'RUA SETE DE SETEMBRO, 973'",",",'PORTO VELHO',",",'RR',",",'(81) 9 6088-3353',",",'GERSON.CARIJÓ',",",'GERSON.CARIJÓ@GMAIL.COM',",",1,),","
138,2,GERUSA,GARCEZ,87224642711,'07/11/1998',F,"AVENIDA PADRE MENDONÇA, 115",JOÃO PESSOA,PB,(71) 9 7623-7852,GERUSA.GARCEZ,GERUSA.GARCEZ@GMAIL.COM,1,,(,138,",",2,",",'GERUSA',",",'GARCEZ',",",'87224642711',",",'07/11/1998',",",'F',",","'AVENIDA PADRE MENDONÇA, 115'",",",'JOÃO PESSOA',",",'PB',",",'(71) 9 7623-7852',",",'GERUSA.GARCEZ',",",'GERUSA.GARCEZ@GMAIL.COM',",",1,),","
139,15,GLÁUCIA,SEQUERA,40781308011,'08/11/1998',F,"RUA GENOVEVA ONOFRE BARBAN, 64",BRASILIA,DF,(62) 9 8781-8488,GLÁUCIA.SEQUERA,GLÁUCIA.SEQUERA@GMAIL.COM,2,,(,139,",",15,",",'GLÁUCIA',",",'SEQUERA',",",'40781308011',",",'08/11/1998',",",'F',",","'RUA GENOVEVA ONOFRE BARBAN, 64'",",",'BRASILIA',",",'DF',",",'(62) 9 8781-8488',",",'GLÁUCIA.SEQUERA',",",'GLÁUCIA.SEQUERA@GMAIL.COM',",",2,),","
140,3,GLÓRIA,ABREU,57811862557,'09/11/1998',F,"AV. CAVALHEIRO PASCHOAL INNECCHI, 969",RIO DE JANEIRO,RJ,(81) 9 6088-3354,GLÓRIA.ABREU,GLÓRIA.ABREU@GMAIL.COM,3,,(,140,",",3,",",'GLÓRIA',",",'ABREU',",",'57811862557',",",'09/11/1998',",",'F',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 969'",",",'RIO DE JANEIRO',",",'RJ',",",'(81) 9 6088-3354',",",'GLÓRIA.ABREU',",",'GLÓRIA.ABREU@GMAIL.COM',",",3,),","
141,2,GUEDA,SOSA,83768846547,'10/11/1998',F,"ESTRADA PARA REPRESA DE GERICINÓ, 8550",RIO DE JANEIRO,RJ,(71) 9 7623-7853,GUEDA.SOSA,GUEDA.SOSA@GMAIL.COM,1,,(,141,",",2,",",'GUEDA',",",'SOSA',",",'83768846547',",",'10/11/1998',",",'F',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8550'",",",'RIO DE JANEIRO',",",'RJ',",",'(71) 9 7623-7853',",",'GUEDA.SOSA',",",'GUEDA.SOSA@GMAIL.COM',",",1,),","
142,6,HEDVIGES,GUERRERO,31247486206,'11/11/1998',M,VICINAL PARA SÃO MATEUS,RIO DE JANEIRO,RJ,(62) 9 8781-8475,HEDVIGES.GUERRERO,HEDVIGES.GUERRERO@GMAIL.COM,1,,(,142,",",6,",",'HEDVIGES',",",'GUERRERO',",",'31247486206',",",'11/11/1998',",",'M',",",'VICINAL PARA SÃO MATEUS',",",'RIO DE JANEIRO',",",'RJ',",",'(62) 9 8781-8475',",",'HEDVIGES.GUERRERO',",",'HEDVIGES.GUERRERO@GMAIL.COM',",",1,),","
143,7,HENRIQUE,GUILHEIRO,76158352160,'12/11/1998',M,"RUA SETE DE SETEMBRO, 974",FLORIANÓPOLIS,SC,(62) 9 8781-8472,HENRIQUE.GUILHEIRO,HENRIQUE.GUILHEIRO@GMAIL.COM,1,,(,143,",",7,",",'HENRIQUE',",",'GUILHEIRO',",",'76158352160',",",'12/11/1998',",",'M',",","'RUA SETE DE SETEMBRO, 974'",",",'FLORIANÓPOLIS',",",'SC',",",'(62) 9 8781-8472',",",'HENRIQUE.GUILHEIRO',",",'HENRIQUE.GUILHEIRO@GMAIL.COM',",",1,),","
144,12,HENRIQUETA,BELMONTE,8215315305,'13/11/1998',F,"AVENIDA PADRE MENDONÇA, 116",SÃO PAULO,SP,(81) 9 6088-3352,HENRIQUETA.BELMONTE,HENRIQUETA.BELMONTE@GMAIL.COM,1,,(,144,",",12,",",'HENRIQUETA',",",'BELMONTE',",",'8215315305',",",'13/11/1998',",",'F',",","'AVENIDA PADRE MENDONÇA, 116'",",",'SÃO PAULO',",",'SP',",",'(81) 9 6088-3352',",",'HENRIQUETA.BELMONTE',",",'HENRIQUETA.BELMONTE@GMAIL.COM',",",1,),","
